name	sources	files	one_liner	layer	scope	vertical	status	traction	priority
Resonate	ext:L1	kp-infra.md	Durable execution protocol for modern applications	L1	horizontal	general	active	$3M seed (2025)	normal
Respell	seed:L2	kp-platforms.md	No-code builder for AI agent workflows	L2	horizontal	general	acquired	Acquired by Salesforce May 2025	normal
Ressl AI	YC W26	yc-2026.md	AI employees for trades and home services	L3	vertical	construction	active	none visible	high
Restate	seed:L1	kp-infra.md	Lightweight durable workflows for distributed applications	L1	horizontal	general	active	$7M seed (2024)	normal
Retape	YC W23	yc-2023.md	AI voice agents for debt collection and settlement	X	vertical	finance	active	none visible	normal
Retell AI	seed:X;YC W24	kp-infra.md;yc-2024.md	Voice agent platform for AI call centers	X	horizontal	general	active	$5.1M raised (2024)	high
RetroFix	YC S24	yc-2024.md	Automate any workflow using plain english	L2	horizontal	general	active	none visible	high
Revi	YC F24	yc-2024.md	AI-enabled M&A deal origination	L3	vertical	finance/accounting	active	$14.5M Series A	high
Revvolution AI	Accel	vc-in.md	RevOps agents fixing data hygiene and revenue processes	L3	vertical	GTM/sales	active	Accel Atoms AI cohort 2024	normal
Revyl	YC F24	yc-2024.md	AI-Native Mobile Testing	L3	vertical	software engineering	active	$1.5 million	high
Reworkd	YC S23	yc-2023.md	Multimodal agents for web data extraction at scale	X	horizontal	general	pivoted	pivoted from AgentGPT to web-scraping agents	normal
Rex	YC S26	yc-2026.md	AI order-to-cash workforce for enterprises	L3	vertical	finance	active	none visible	high
Rezolve.ai	ext:L3	kp-vertical-a.md	Agentic AI service desk for IT, HR and finance	L3	vertical	IT and employee service	active	none visible	normal
Riff	Northzone	vc-eu.md	Business-ready builder for enterprise AI applications	L2	horizontal	general	active	Northzone-backed round	normal
Rillet	seed:L3;ICONIQ	kp-vertical-b.md;vc-us-c.md	AI-native ERP for accounting and finance teams	L3	vertical	finance/accounting	active	$100M Series C at $1B valuation (Aug 2026)	high
Rindler	YC S26	yc-2026.md	Translation layer between AI agents and the web	L1	horizontal	general	active	none visible	high
Ringg	ext:X;Peak XV	kp-infra.md;vc-in.md	Voice AI platform beyond phone calls (Bengaluru)	X	horizontal	general	active	$15M Series A led by Peak XV (2026)	high
Rippling AI Agents	ext:L5	kp-suites.md	Agents across HR, payroll, IT, and finance	L5	vertical	HR	active	introduced March 2026; uptake undisclosed	normal
Risotto	YC W24	yc-2024.md	Risotto auto-solves IT support requests using AI	L3	vertical	IT	active	$10M seed funding	high
ritivel	YC W26	yc-2026.md	AI-native regulatory platform for life sciences	L3	vertical	healthcare	active	none visible	high
Rivet	YC W23;YC F25	yc-2023.md;yc-2025.md	Infrastructure for stateful agent workloads and durable execution	L1	horizontal	general	pivoted	pivoted from game server infrastructure	high
Riveter	YC F24	yc-2024.md	AI Lovable for web scraping	X	horizontal	general	active	none visible	high
Roark	YC W25	yc-2025.md	Observability and testing platform for voice AI agents	L1	horizontal	general	active	none visible	high
Robin AI	ext:L3;Plural	kp-vertical-b.md;vc-eu.md	AI contract copilot for legal teams	L3	vertical	legal	active	$51M raised (2024)	high
RocketSDR	YC W21	yc-2021-22.md	AI-native sales outreach running entire top-of-funnel	L3	vertical	GTM and sales	active	$125K raised	normal
Rockwell AI Agents	ext:L5	kp-suites.md	Agentic workflows for industrial production	L5	vertical	manufacturing	active	none visible	normal
Roger	YC S24	yc-2024.md	AI SDR that automates outbound sales	L3	vertical	GTM/sales	active	none visible	high
Rogo	Sequoia;Thrive	vc-us-a.md;vc-us-c.md	AI agents for investment banking analysis	L3	vertical	finance	active	Sequoia-led round at $750M valuation	high
Rohirrim AI	gtm:rfp	gtm-carry.md	Domain-aware genAI drafting RFP and proposal responses from enterprise documents	L3	vertical	GTM/sales	active	DoD marketplace listing	normal
Round1	Peak XV	vc-in.md	AI interview agents matching candidates to jobs at scale	L3	vertical	HR/recruiting	active	500+ AI-led interviews daily	normal
Rovi Health	YC F25	yc-2025.md	AI healthcare concierge coordinating in-network care for employees	L3	vertical	healthcare	active	none visible	high
Rovr	YC F25	yc-2025.md	AI orchestration automating requirements capture for services teams	L3	vertical	professional services	active	none visible	high
RowBoat Labs	YC S24	yc-2024.md	Open-source AI-assisted agent builder	L2	horizontal	general	active	Pre-Seed	high
Rox	ext:L3	kp-vertical-b.md	AI agents for sales teams on existing data	L3	vertical	GTM/sales	active	$1.2B valuation; $8M ARR (Mar 2026)	high
Rulebase	YC F24	yc-2024.md	AI agents for financial services	L3	vertical	finance/accounting	active	$2.1M funding round	high
Ruli AI	SignalFire	vc-ai.md	AI counsel agent for in-house legal teams	L3	vertical	legal	active	$6M seed Nov 2025	normal
Runlayer	Felicis	vc-us-c.md	Enablement and control platform for workforce agents	L1	horizontal	general	active	$30M Ser A 2026	normal
RunLLM	ext:L3	kp-vertical-a.md	AI agents for technical product support	L3	vertical	customer service (technical)	active	none visible	normal
Runloop	ext:L1	kp-infra.md	Sandboxed Devboxes for AI coding agents	L1	horizontal	general	active	$7M seed (2025)	normal
RunSybil	Conviction;Menlo	vc-ai.md;vc-us-b.md	AI agents for application security testing	L3	vertical	security	active	$40M raised Mar 2026	normal
Sable AI	Sequoia;8VC	vc-us-a.md;vc-us-c.md	AI employee using computer use, vision and voice for customer interactions	X	horizontal	general	active	invested $45 million	high
SafetyKit	YC S23	yc-2023.md	AI agents for risk, compliance, and safety operations	L3	vertical	trust and safety	active	none visible	normal
Sage	YC S24	yc-2024.md	Automating home care agency operations with AI	L3	vertical	healthcare	active	none visible	high
Sage Copilot	ext:L5	kp-suites.md	AI agents for accounting, HR, and operations	L5	vertical	accounting	active	expanded April 2026; uptake undisclosed	normal
Salesforce Agentforce	gtm:inc;seed:L5	gtm-carry.md;kp-suites.md	Agentforce 360 enterprise agent platform with Flex Credits action pricing	L5	horizontal	general	active	$800M AI ARR, 29K Agentforce deals	high
SalesPatriot	YC W25	yc-2025.md	AI operating system for distributor and OEM back offices	L3	vertical	distribution	active	none visible	high
Salient	ext:L3	kp-vertical-b.md	Voice AI agents for loan servicing and collections	L3	vertical	finance/accounting	active	$60M raised; $500M valuation (Dec 2025)	high
Samaya AI	NEA	vc-us-b.md	AI agents for financial services knowledge work	L3	vertical	finance	active	$43.5M round 2025 led by NEA	normal
Sameday	YC W23	yc-2023.md	AI voice agent booking appointments for home-services businesses	X	vertical	home services	active	none visible	normal
Samora AI	YC W26	yc-2026.md	Multilingual voice agents that outperform humans	X	horizontal	general	active	none visible	high
Sana	gtm:kb;EQT Ventures	gtm-carry.md;vc-eu.md	Knowledge management plus AI assistants and agents with permissions	L2	horizontal	general	acquired	none visible	high
Sanctum	YC F25	yc-2025.md	AI user simulations catching software issues before shipping	L3	vertical	software engineering	active	none visible	high
Sandra AI	YC F24	yc-2024.md	Building AI employees for car dealers	X	vertical	automotive	active	none visible	high
SAP Joule	seed:L5	kp-suites.md	AI copilot and ready-to-use agents across the SAP Business Suite	L5	horizontal	general	active	none visible	normal
Sapien	ext:L3	kp-vertical-b.md	AI operational analysis for enterprise finance	L3	vertical	finance/accounting	active	$8.7M seed; $180M valuation (Sep 2026)	high
Sapiom	Accel	vc-us-a.md	Powering the agentic economy	L2	horizontal	general	active	Seed investment from Accel	normal
SAS AI Agents	ext:L5	kp-suites.md	Agentic AI in the SAS analytics suite	L5	vertical	analytics	active	none visible	normal
Scaled Cognition	Khosla Ventures	vc-us-a.md	AI agents for customer interactions based on verified company policies	L3	vertical	customer service	active	$100.0M Series A	high
Scalekit	Z47	vc-in.md	Enterprise authentication stack built for AI agents	L1	horizontal	general	active	$5.5M seed 2025	normal
SciFin	ext:L3	kp-vertical-b.md	AI agents reconciling revenue data for GTM teams	L3	vertical	GTM/sales	active	$44M seed (2026)	high
Sciloop	YC F25	yc-2025.md	End-to-end AI scientist automating ML research workflows	L3	vertical	ML research	active	none visible	high
Scoop	YC F25	yc-2025.md	Agents automating regulatory submissions for life sciences	L3	vertical	life sciences	active	none visible	high
Scott AI	YC F25	yc-2025.md	Engineering design platform with coding agents as first-class citizens	L3	vertical	engineering	active	none visible	high
Scrapybara	YC F24	yc-2024.md	A computer for your AI agents	L1	horizontal	general	active	none visible	high
Scritch	YC W24	yc-2024.md	AI operating system for veterinary care	X	vertical	healthcare	active	none visible	high
Seals AI	YC S24	yc-2024.md	AI Employees for Wholesalers & Distributors	L3	vertical	logistics	active	$500K Seed	high
Seam AI	Bessemer	vc-us-b.md	AI agents over customer data for revenue teams	L3	vertical	GTM/RevOps	active	$5M seed 2024 led by BVP	normal
Second	YC W23	yc-2023.md	AI agents automating enterprise codebase migrations and upgrades	L3	vertical	software engineering	active	none visible	normal
Sei	YC W22	yc-2021-22.md	AI agents for financial-institution CX and compliance	L3	vertical	fintech	active	none visible	normal
Sema4.ai	ext:L2;Mayfield	kp-platforms.md;vc-ai.md	Full-stack enterprise AI agent platform led by ex-Cloudera executives	L2	horizontal	general	active	$30.5M raised 2024; semantic layer launch Mar 2026	normal
Semble AI	YC F25	yc-2025.md	Automates fire and life-safety system design	L3	vertical	construction	active	none visible	high
Semiotic	YC F25	yc-2025.md	AI design agents producing landing pages at scale	L3	vertical	design	active	$78K revenue in 4 weeks	high
Send AI	ext:L3	kp-vertical-b.md	AI document processing for insurance claims	L3	vertical	insurance	active	$11M raised (2022-24)	normal
Senso	YC W24	yc-2024.md	Control what AI says about you	L1	horizontal	general	active	$3M Pre-Series A round	high
Sequin	YC S21	yc-2021-22.md	compliance-first AI voice agents automating collections calls	X	vertical	finance	active	none visible	normal
Serra	YC S23	yc-2023.md	AI recruiter automating candidate sourcing and outreach	L3	vertical	HR	active	none visible	normal
Serval	Radical Ventures	vc-ai.md	AI-native IT service management with agents	L3	vertical	IT	active	none visible	normal
ServiceNow AI Agents	gtm:inc;seed:L5	gtm-carry.md;kp-suites.md	Workflow platform turned agent control tower with AI Agent Orchestrator	L5	horizontal	general	active	Moveworks and Logik.ai acquired	high
Sett AI	Bessemer	vc-us-b.md	Agentic creatives and user acquisition for games	L3	vertical	marketing	active	BVP-backed, early stage	normal
Shaped	YC W22	yc-2021-22.md	real-time retrieval engine for search, feeds, and agents	L1	horizontal	general	pivoted	pivoted to retrieval engine for agents	normal
Shasta Health	YC S23	yc-2023.md	AI calling and browser agents for healthcare clinics	X	vertical	healthcare	active	none visible	normal
Shepherd	YC S26	yc-2026.md	AI work memory for team tools	L1	horizontal	general	active	none visible	high
sherpa	Seedcamp	vc-eu.md	AI operating system for the external workforce	L2	horizontal	general	active	$2.2M, Jul 2026	normal
Shiboleth	YC W24	yc-2024.md	Automates lending compliance for financial institutions	L3	vertical	finance/accounting	active	none visible	high
Shopify Sidekick	ext:L5	kp-suites.md	Commerce assistant and agents in Shopify admin	L5	vertical	e-commerce	active	none visible	normal
Siemens Industrial Copilot	ext:L5	kp-suites.md	Industrial copilots and agents for engineering and shop floor	L5	vertical	manufacturing	active	100 customers, 120,000 users	normal
Siena	ext:L3	kp-vertical-a.md	Empathic AI CX agents for commerce	L3	vertical	customer service (ecommerce)	active	$4.7M seed (2023)	normal
Sierra	seed:L3;Conviction;Sequoia, Benchmark;ICONIQ, Thrive	kp-vertical-a.md;vc-ai.md;vc-us-a.md;vc-us-c.md	Autonomous customer service agents for enterprises	L3	vertical	customer service	active	$15B valuation after $950M round (2026)	high
SiftHub	Z47, Blume	vc-in.md	AI deal orchestration and RFP response agents	L3	vertical	GTM/sales	active	$5.5M seed 2024	normal
SigmaMind AI	YC S22	yc-2021-22.md	no-code platform for voice, chat, and email agents	X	vertical	customer service	active	team 12	normal
SigmanticAI	YC S25	yc-2025.md	Cursor for chip design, RTL agents inside VSCode	L3	vertical	hardware engineering	active	none visible	high
Simple AI	YC S24	yc-2024.md	AI phone agents for enterprise	X	horizontal	general	active	$14M from First Harmonic and Y Combinator	high
Simplex	YC S24	yc-2024.md	Production-grade web agents	X	horizontal	general	active	none visible	high
Sixfold	seed:L3	kp-vertical-b.md	AI underwriting agents for commercial insurance	L3	vertical	insurance	active	$30M Series B (Jan 2026)	high
Skippr	Bessemer	vc-us-b.md	Live AI employee running demos, onboarding, and support	L3	vertical	customer success	active	BVP-backed, early stage	normal
Skope	YC S25	yc-2025.md	AI agents for core law firm workflows	L3	vertical	legal	active	none visible	high
SkyFireAI	seed:L1;AI Fund	kp-infra.md;vc-ai.md	Payment rails letting autonomous agents spend money	L1	horizontal	general	active	$8.5M seed (2024)	normal
Skymerse	YC S26	yc-2026.md	Autopilot for Flight Operations	L3	vertical	logistics	active	none visible	high
Skyvern	seed:X;YC S23	kp-infra.md;yc-2023.md	LLM browser automation for workflows	X	horizontal	general	active	$2.8M raised	high
Slashy	YC S25	yc-2025.md	Cursor for Email, AI doing work across Gmail, Slack, Notion	L2	horizontal	general	active	none visible	high
Smallest.ai	ext:X	kp-infra.md	Real-time voice AI infrastructure for enterprises	X	horizontal	general	active	$21M total; $13M Series A (2026)	normal
Smart Bricks	a16z	vc-us-a.md	Agentic AI infrastructure for global real-estate investing	L3	vertical	real estate	active	none visible	normal
Smartcuts	YC W21	yc-2021-22.md	Chrome extension turning clicks into no-code automations	X	horizontal	general	active	$125K raised	normal
SmarterDx	seed:L3;Bessemer	kp-vertical-b.md;vc-us-b.md	AI clinical coding review recovering hospital revenue	L3	vertical	healthcare	acquired	$50M raised; New Mountain investment (2025)	high
Smithery	seed:L1	kp-infra.md	Registry and hosting for MCP servers	L1	horizontal	general	acquired	Acquired by Arcade.dev (Aug 2026)	high
Smooth	YC F24	yc-2024.md	Fast, simple, reliable AI browser agent	X	horizontal	general	active	none visible	high
Snowflake Cortex Agents	seed:L5	kp-suites.md	Agentic analytics over structured and unstructured data in Snowflake	L5	horizontal	general	active	none visible	normal
Soff	YC S24	yc-2024.md	AI Agents for Distributors	L3	vertical	logistics	active	Pre-Seed	high
Sola	Conviction;YC S23	vc-ai.md;yc-2023.md	Agentic process automation via computer-use agents	X	horizontal	general	active	$21M Series A Aug 2025	normal
Solari AI	YC W24	yc-2024.md	Gives non-technical team members agents that work right out of the box	L2	horizontal	general	active	none visible	high
Solid	SignalFire	vc-ai.md	Infrastructure for reliable enterprise AI agents	L1	horizontal	general	active	$20M seed Feb 2026	normal
Solidroad	YC W25	yc-2025.md	AI agents for CX team training, QA, and coaching	L3	vertical	customer service	active	$6.5M raised Jun 2025	high
Solum Health	YC S22	yc-2021-22.md	voice AI automating therapy practice intake and admin	X	vertical	healthcare	active	team 3	normal
SolveAI	Northzone	vc-eu.md	Enterprise platform for AI-driven software design	L2	horizontal	general	active	Series A	normal
Solver	Radical Ventures	vc-ai.md	Agent completing repository-level software tasks	L3	vertical	software engineering	acquired	acquired; proprietary SE foundation models	normal
Sona	Northzone	vc-eu.md	Agentic AI managing frontline workforce operations	L3	vertical	HR	active	$45M Series B, Apr 2026	high
Sophys	YC W22	yc-2021-22.md	AI agents for healthcare intake	L3	vertical	healthcare	active	none visible	normal
Soraban	YC W21	yc-2021-22.md	AI admin automating accounting data intake and entry	L3	vertical	finance and accounting	active	$125K raised	normal
Soren AI	YC F25	yc-2025.md	Evals for complex agentic AI systems	L1	horizontal	general	active	none visible	high
Sourcebot	YC F25	yc-2025.md	Code search and context for humans and AI agents over MCP	L1	horizontal	general	active	used by NVIDIA, Red Hat, Wikimedia	high
Sourcegraph (Amp)	ext:L3	kp-vertical-a.md	Amp coding agent on enterprise code graph	L3	vertical	software engineering	active	$125M raised (2021); Amp agent flagship	high
SpadeWorks	YC W22	yc-2021-22.md	AI agents answering calls and scheduling for trade businesses	L3	vertical	home services	active	team 13	normal
Spara	Radical Ventures	vc-ai.md	Conversational GTM agents across chat email voice	L3	vertical	sales	active	none visible	normal
Specific	YC F25	yc-2025.md	AWS for coding agents, agent-managed backends via MCP	L1	horizontal	general	active	none visible	high
Speedy Labs	YC W23	yc-2023.md	AI rebate management platform for foodservice distributors	L3	vertical	finance	active	none visible	normal
Speko	YC S26	yc-2026.md	OpenRouter for voice AI	X	horizontal	general	active	none visible	high
Spellbook	seed:L3	kp-vertical-b.md	AI contract drafting and review inside Microsoft Word	L3	vertical	legal	active	$50M Series B (Oct 2025); $40M debt (Mar 2026)	high
Spherecast	YC S24	yc-2024.md	AI Supply Chain Manager for CPG	L3	vertical	logistics	active	none visible	high
Sphinx	Cherry Ventures;YC F24	vc-eu.md;yc-2024.md	AI compliance analysts for banks and fintechs	L3	vertical	finance	active	$7.1M seed, Feb 2026	high
Spine AI	YC S23	yc-2023.md	Visual workspace managing swarms of AI agents	L2	horizontal	general	active	none visible	normal
Splendor	YC W22	yc-2021-22.md	agentic AI automating insurance benefits checks and prior auth	L3	vertical	healthcare	active	YC launch Oct 2025	normal
Sprinklr AI+ Agents	ext:L5	kp-suites.md	Autonomous brand agents for CX and outbound sales	L5	vertical	customer service	active	none visible	normal
Sprites	YC W22	yc-2021-22.md	AI performance marketing agent	L3	vertical	GTM and marketing	active	team 5	normal
Spur	YC S24	yc-2024.md	Your AI QA Engineer	L3	vertical	software engineering	active	$4.5M from First Round, Pear VC, Neo	high
Squack	YC W23	yc-2023.md	Natural-language RPA agents for accountants	L3	vertical	finance	active	none visible	normal
Squire.ai	YC S21	yc-2021-22.md	AI writing PRs and implementing code review feedback	L3	vertical	software engineering	dead	none visible	normal
SRE.ai	YC F24	yc-2024.md	AI DevOps Agents	L3	vertical	software engineering	active	$7.2M funding	high
StableBrowse	ext:X	kp-infra.md	Machine-native web engine for AI agents	X	horizontal	general	active	YC Spring 2026; small seed	normal
Stably AI	YC W22	yc-2021-22.md	open-source terminal orchestrator for coding agents	L1	horizontal	general	active	MIT open source (Orca)	normal
Stack AI	seed:L2	kp-platforms.md	No-code enterprise platform for building LLM agents and RAG workflows	L2	horizontal	general	active	$16M Series A May 2025	high
Stacks	ext:L3;EQT Ventures	kp-vertical-b.md;vc-eu.md	Agentic AI for finance and accounting operations	L3	vertical	finance/accounting	active	$23M Series A led by Lightspeed (Feb 2026)	high
Stackshine	YC W22	yc-2021-22.md	automating enterprise IT operations and onboarding	L3	vertical	IT	acquired	acquired	normal
Stacksi	YC W21	yc-2021-22.md	automated answers to security questionnaires	L3	vertical	security	acquired	acquired by SafeBase Sep 2023	normal
stagewise	YC S25	yc-2025.md	Open-source agentic IDE embedding coding agents in the browser	L2	horizontal	general	active	none visible	high
Steel	ext:X	kp-infra.md	Open-source browser API for AI agents	X	horizontal	general	active	Active OSS; funding undisclosed	normal
Steerlab	gtm:rfp	gtm-carry.md	Paris-based AI automation for presales RFP and proposal response	L3	vertical	GTM/sales	active	none visible	normal
Stilta	YC W26	yc-2026.md	AI agents that search and analyze patents	L3	vertical	legal	active	none visible	high
Stockline	YC S25	yc-2025.md	AI-native ERP with agents handling food wholesaler order intake	L3	vertical	food distribution	active	none visible	high
Strada	YC S23	yc-2023.md	AI agents for insurance sales and service calls	X	vertical	insurance	active	none visible	normal
Stratum Industries	YC S26	yc-2026.md	Applied AI for Governments	L3	vertical	government	active	none visible	high
Strawberry	EQT Ventures	vc-eu.md	Agentic browser with built-in AI companions	X	horizontal	general	active	$6M seed, Oct 2025	normal
Stream	YC S22	yc-2021-22.md	AI claims workbench automating insurance claims	L3	vertical	insurance	active	team 15	normal
Strella	Bessemer	vc-us-b.md	AI-moderated research interviews and insight agents	L3	vertical	market research	active	$4M seed 2024	normal
Structured AI	Cherry Ventures;YC F25	vc-eu.md;yc-2025.md	AI tools automating workflows for engineering and construction teams	L3	vertical	construction	active	Seed, 2026	high
Substrate	YC S24	yc-2024.md	Artificial Intelligence for your medical billing team	L3	vertical	healthcare	active	none visible	high
Suki	ext:L3	kp-vertical-b.md	AI clinical documentation assistant	L3	vertical	healthcare	active	$70M Series D (2024); Zoom and MedStar deals	high
Sully.ai	YC S21	yc-2021-22.md	autonomous AI agent team running hospital operations	L3	vertical	healthcare	active	team 49	normal
Supadock	YC W21	yc-2021-22.md	AI workers for logistics operations and document reconciliation	L3	vertical	logistics	active	$125K raised	normal
Supanote	Peak XV	vc-in.md	AI automation of behavioral health clinic admin operations	L3	vertical	healthcare	active	Surge 11 cohort 2025	normal
Superagent	YC W24	yc-2024.md	Red teaming for AI agents	L1	horizontal	general	active	$1.6 million seed with Y Combinator, Rebel Fund	high
Superbar	YC S22	yc-2021-22.md	AI sales agent answering website visitors	L3	vertical	GTM and sales	active	team 7	normal
SuperDial	SignalFire	vc-ai.md	AI agents automating healthcare phone calls	L3	vertical	healthcare	active	none visible	normal
superglue	YC W25	yc-2025.md	Open-source universal API integrations connecting agents to any software	L1	horizontal	general	active	none visible	high
SuperIT	ext:L3	kp-vertical-a.md	AI agents delivering IT support services	L3	vertical	IT service	active	none visible	normal
Superleap	Peak XV	vc-in.md	AI-native agentic CRM for enterprises	L3	vertical	GTM/sales	active	Rs 36 Cr pre-Series A from Peak XV Surge 2026	normal
Superunit	YC S24	yc-2024.md	Faster, more profitable background checks with AI	L3	vertical	HR	active	$500K Seed Stage	high
Supio	ext:L3;Mayfield	kp-vertical-b.md;vc-ai.md	AI platform for personal injury law firms	L3	vertical	legal	active	$60M Series B (Apr 2025)	high
Sweep	ext:L3;Insight, Bessemer;YC S23	kp-vertical-a.md;vc-us-b.md;yc-2023.md	AI agent that auto-fixed GitHub issues	L3	vertical	software engineering	dead	GitHub app deprecated	normal
SwishX	Blume	vc-in.md	Agentic AI platform for pharma and medtech commercial operations	L3	vertical	pharma	active	$2.2M seed 2026; 39 enterprise clients	normal
Sycamore	Coatue	vc-us-b.md	Enterprise AI agent operating system	L2	horizontal	general	active	$65M seed 2026 led by Coatue and Lightspeed	normal
Sylvian	YC F25	yc-2025.md	Expert-sourced tool-use trajectories for training AI agents	L1	horizontal	general	active	none visible	high
Synera	Cherry Ventures	vc-eu.md	Agentic AI platform automating engineering workflows for manufacturers	L3	vertical	manufacturing	active	$40M Series B; BMW, Airbus, NASA customers	high
Synth	YC F24	yc-2024.md	Prompt and Context Optimization for Coding Agents	L1	horizontal	general	active	none visible	high
Synthetic	Khosla Ventures	vc-us-a.md	Automates bookkeeping and accounting workflows for businesses	L3	vertical	finance/accounting	active	$10.0M Seed	normal
Synthflow	seed:X	kp-infra.md	No-code platform for AI voice agents	X	horizontal	general	active	$20M Series A (2025); 1000+ customers	high
Syntra	YC S24	yc-2024.md	AI chart review for speciality medical clinics	L3	vertical	healthcare	active	$500K Seed Stage	high
Tabula	YC S24	yc-2024.md	Autonomous accounting software	L3	vertical	finance/accounting	active	none visible	high
Tacto	Cherry Ventures	vc-eu.md	AI for industrial procurement and supply chains	L3	vertical	logistics	active	Series A 2023; industrial customers	normal
Talara	ext:L3	kp-vertical-a.md	AI-native agentic applicant tracking system	L3	vertical	HR and recruiting	active	none visible	normal
Talentropy.ai	YC W22	yc-2021-22.md	AI recruiting team screening and engaging candidates	L3	vertical	HR and recruiting	active	evaluates 100% of candidates	normal
Tandem	YC S24	yc-2024.md	AI-native office leasing agent	L3	vertical	real estate	active	none visible	high
Tasklet	Lightspeed;YC S26	vc-us-a.md;yc-2026.md	AI agents for enterprise work	L3	vertical	general	active	$13M bridge round	high
Tavily	Insight	vc-us-b.md	Search and retrieval API infrastructure powering AI agents	L1	horizontal	general	active	$25M round 2025, Insight-backed	normal
TCS	seed:L4	kp-infra.md	Indian SI building enterprise agentic AI solutions	L4	horizontal	general	active	Agent Foundry; production deployments (2025)	high
Tektonic AI	Madrona	vc-us-c.md	GenAI agents for business operations	L3	vertical	business operations	active	$10M led by Madrona 2024	normal
Telemetron	YC F25	yc-2025.md	AI customer support for hardware companies	L3	vertical	customer service	active	none visible	high
telli	Cherry Ventures;YC F24	vc-eu.md;yc-2024.md	AI voice agents converting B2C leads into sales	X	vertical	GTM/sales	active	$3.6M pre-seed, 2025	high
Temporal	seed:L1;Amplify Partners;Lightspeed	kp-infra.md;vc-ai.md;vc-us-a.md	Durable execution platform for long-running agent workloads	L1	horizontal	general	active	$300M Series D at $5B (Feb 2026)	high
Tencent Yuanqi	ext:L2	kp-platforms.md	Tencent's agent creation and distribution platform integrated with WeChat	L2	horizontal	general	active	WeChat ecosystem distribution; Hunyuan-based agents	high
Tenet Security	ext:L1	kp-infra.md	Runtime protection preventing attacks on agents	L1	horizontal	general	active	$6M seed (June 2026)	normal
Tennr	seed:L3;Foundation Capital;YC W23	kp-vertical-b.md;vc-ai.md;yc-2023.md	AI agents automating patient intake and referrals	L3	vertical	healthcare	active	$101M Series C at $605M (Jun 2025)	high
Tensr	YC F25	yc-2025.md	Fully autonomous robotic factories taking on-demand manufacturing orders	L3	vertical	manufacturing	active	none visible	high
Tenzai	Greylock	vc-us-a.md	Autonomous AI Hackers	L3	vertical	cybersecurity	active	none visible	normal
Tergle	YC W25	yc-2025.md	AI agents automating repetitive audit tasks	L3	vertical	finance	active	none visible	high
Terrain	YC F25	yc-2025.md	AI-native GTM platform for the physical economy	L3	vertical	GTM/sales	active	none visible	high
Terrakotta	YC W24	yc-2024.md	AI platform for phone-first sellers	X	vertical	GTM/sales	active	$500K Seed	high
Tesorio	ext:L3	kp-vertical-b.md	AI cash flow forecasting and collections automation	L3	vertical	finance/accounting	active	none visible	normal
Tessl	Index	vc-us-b.md	AI-native software development platform with coding agents	L3	vertical	software engineering	active	$125M raised 2024 at $750M valuation	normal
The Context Company	YC F25	yc-2025.md	Observability monitoring AI agents and user behavior	L1	horizontal	general	active	none visible	high
The Hog	YC F25	yc-2025.md	AI-native GTM command center directing sales and marketing agents	L3	vertical	GTM/sales	active	none visible	high
TheLoops	seed:L3	kp-vertical-a.md	AI agents and intelligence for support operations	L3	vertical	customer service (support ops)	active	$8.75M seed (2021)	normal
Thomson Reuters CoCounsel	ext:L5	kp-suites.md	Agentic AI for legal research, analysis, and drafting	L5	vertical	legal	active	GA August 2026; uptake undisclosed	normal
ThoughtSpot Agents	ext:L5	kp-suites.md	Analytics agents including Spotter for data reasoning	L5	vertical	analytics	active	none visible	normal
TinyFish	ICONIQ	vc-us-c.md	AI web agents automating complex online tasks	X	horizontal	general	active	$47M Ser A led by ICONIQ	normal
Tire Swing	YC W25	yc-2025.md	AI compliance for affordable housing eligibility and certifications	L3	vertical	real estate	active	none visible	high
Tivara	YC S24	yc-2024.md	The AI workforce for medical groups	L3	vertical	healthcare	active	$3.6M Seed	high
Tolmo	Accel	vc-us-a.md	AI security agents with production context	L3	vertical	security	active	none visible	normal
Toma	YC W24	yc-2024.md	AI for Underserved Industries	X	vertical	automotive	active	funding from a16z	high
Tomorro	ext:L3	kp-vertical-b.md	AI contract management and automation	L3	vertical	legal	active	EUR 25M Series B (Mar 2025)	normal
ToolHive	ext:L1	kp-infra.md	Open-source MCP server management and security	L1	horizontal	general	active	Active OSS; enterprise MCP management	normal
Topo	YC W24	yc-2024.md	AI Agents for outbound working by your side	L3	vertical	GTM/sales	active	none visible	high
Tracecat	YC W24	yc-2024.md	All-in-one AI automation platform for security and IT teams	L2	vertical	security	active	none visible	high
TrackChain	YC S21	yc-2021-22.md	AI workforce for freight dispatch	L3	vertical	logistics	active	renamed Tiriel AI	normal
TrainLoop	YC W25	yc-2025.md	RL fine-tuning platform for LLM reasoning on business tasks	L1	horizontal	general	active	none visible	high
Traversal	ext:L3	kp-vertical-a.md	AI agents for incident response and operations	L3	vertical	IT ops (SRE)	active	$48M raised; Amex partnership (2026)	high
Trelium	YC F25	yc-2025.md	The agent that builds your agents from plain English	L2	horizontal	general	active	none visible	high
Trellis AI	YC W24	yc-2024.md	AI for streamlining healthcare paperwork	L3	vertical	healthcare	active	none visible	high
Tribble	gtm:rfp;seed:L3	gtm-carry.md;kp-vertical-b.md	Governed AI knowledge base automating RFPs, DDQs, questionnaires with sourced answers	L3	vertical	GTM/sales	active	Clari integration	normal
Trigger.dev	ext:L1	kp-infra.md	Framework for background jobs and AI workflows	L1	horizontal	general	active	$19M raised	normal
